length_url,length_hostname,num_special_chars,num_digits,subdomain_count,domain_age,web_traffic,page_rank,google_index,status_encoded
68,22,136,0,2,5990,187079,4,1,1
91,36,182,91,2,3815,0,2,1,1
38,26,76,0,2,199,0,2,1,1
80,14,160,0,2,-1,0,0,1,1
125,50,500,125,4,3992,5707171,0,1,1
43,35,86,86,2,7298,1382862,5,0,0
50,17,100,50,2,3072,0,0,1,1
23,14,46,0,2,5731,10466422,3,0,0
49,32,49,49,1,4175,0,0,1,1
35,14,70,0,2,7027,15325,7,0,0
52,16,104,0,2,7130,12,7,0,0
60,22,60,120,1,2300,0,2,1,1
55,13,220,110,4,4565,7521365,4,1,1
125,50,500,125,4,3992,5697976,0,1,1
111,15,222,111,2,2048,0,0,1,1
111,17,222,555,2,3346,23006,4,0,0
87,16,261,0,3,8407,9678243,1,1,1
27,18,54,0,2,4106,8362,5,0,0
25,17,25,0,1,396,0,0,1,1
54,18,108,54,2,2541,0,3,1,1
29,20,58,0,2,5231,0,7,0,0
98,26,196,196,2,2300,0,2,1,1
27,20,54,0,2,3237,713698,2,0,0
86,19,344,0,4,-1,0,0,1,1
37,16,74,0,2,6217,337,6,0,0
57,14,57,57,1,2130,0,0,1,1
86,23,258,86,3,-1,0,2,1,1
50,16,150,0,3,3151,0,3,1,1
43,14,129,0,3,7157,2272,3,1,0
24,15,48,24,2,1976,1029187,2,0,0
72,17,72,216,1,6137,0,4,1,0
33,24,66,0,2,-1,784246,1,0,0
75,39,225,150,3,11,0,0,1,1
33,19,66,0,2,-1,0,2,1,1
40,20,120,0,3,1338,22211,6,1,1
30,15,60,0,2,2975,0,0,1,1
81,19,162,0,2,535,7375648,1,1,1
56,16,112,0,2,7133,12,7,0,0
73,14,219,146,3,3228,0,2,1,1
47,12,94,94,2,9121,48,7,1,0
84,11,252,0,3,8143,704437,3,0,0
85,18,340,0,4,-1,0,0,1,1
42,34,84,0,2,5939,670999,4,0,1
100,31,200,600,2,7615,2188,5,0,0
94,21,188,94,2,8217,213,8,0,0
59,10,177,59,3,-1,0,0,1,1
27,18,54,0,2,-1,0,1,1,0
27,18,54,0,2,5028,9583,6,0,0
65,57,325,0,5,1804,0,0,1,1
33,12,33,33,1,-1,2087703,2,0,0
24,15,48,0,2,-2,167733,2,0,0
29,20,87,0,3,-1,3520923,1,0,0
24,16,48,0,2,3091,0,0,0,0
103,15,103,103,1,2048,0,0,1,1
39,16,78,0,2,8517,8,10,0,0
91,11,182,546,2,1546,9488655,1,1,0
43,16,86,0,2,7133,12,7,0,0
30,21,60,0,2,3066,3617,7,0,0
45,26,90,0,2,7874,1457,5,0,0
22,12,22,0,1,-1,0,0,1,1
32,23,64,0,2,7295,0,5,1,1
38,30,76,0,2,8431,0,5,1,0
59,25,177,0,3,8919,332188,4,1,0
62,29,248,0,4,2335,0,2,1,1
61,13,61,183,1,9052,2790,7,0,0
37,10,74,0,2,6153,0,3,1,1
62,12,62,0,1,4812,287489,2,0,0
31,16,62,0,2,9325,1394,6,0,0
23,15,46,0,2,1059,629814,4,0,0
55,33,385,0,7,1,0,0,1,1
22,13,44,0,2,7542,543661,3,0,0
50,23,100,50,2,7839,606,6,0,0
29,13,29,0,1,1899,507771,1,1,1
31,20,62,0,2,111,2847770,0,0,1
64,12,256,0,4,-1,15992,4,0,0
41,16,82,0,2,7132,12,7,0,0
46,21,92,0,2,2824,0,0,1,1
65,15,130,0,2,603,0,2,1,1
61,17,183,183,3,6708,67890,5,0,0
78,14,156,0,2,4377,0,1,1,1
58,24,290,0,5,5627,0,5,1,1
39,30,78,78,2,-1,0,2,0,0
21,12,42,0,2,8854,330836,4,0,0
37,30,148,0,4,129,0,0,1,1
36,15,72,0,2,7419,0,3,1,1
53,12,53,106,1,5484,1338,7,0,0
32,24,64,0,2,-1,461672,4,0,0
52,14,104,0,2,1953,4365,3,1,1
35,27,70,0,2,7298,0,5,1,1
164,24,328,164,2,1282,0,0,1,1
48,23,144,0,3,3,0,0,1,1
99,25,297,297,3,7455,0,5,0,0
83,31,249,83,3,5119,41424,4,0,0
54,16,108,0,2,1731,2301844,2,1,1
32,24,64,0,2,5058,77435,4,0,1
32,24,64,0,2,2329,3474559,1,0,0
121,46,605,0,5,4004,5828815,0,1,1
54,18,162,0,3,-1,8902890,4,1,1
51,10,153,102,3,2791,9050107,0,1,1
43,24,86,0,2,6867,306936,4,1,1
32,11,32,0,1,3493,0,0,1,1
35,27,70,70,2,-1,77586,1,1,1
55,29,275,55,5,5616,0,5,1,1
53,19,106,0,2,6672,6923,5,1,0
57,16,114,0,2,7133,12,7,0,0
32,24,64,0,2,5092,969082,4,0,0
96,17,192,96,2,4609,0,3,1,1
486,11,4860,6318,10,-2,0,0,1,1
78,16,390,78,5,342,0,0,1,1
127,50,508,127,4,3992,5697976,0,1,1
89,19,89,445,1,2041,493547,3,1,0
37,29,74,0,2,4108,0,2,0,0
59,31,118,0,2,7615,2188,5,0,0
71,14,142,213,2,7199,1778,5,0,0
54,17,162,0,3,9293,148445,5,0,0
59,21,236,0,4,12648,4424,5,0,0
51,16,153,102,3,5910,86615,5,0,0
76,21,152,76,2,175,0,0,1,1
61,21,122,0,2,12210,50,8,0,0
29,21,58,0,2,7246,1115708,4,0,0
71,28,142,213,2,7617,2187,5,0,0
45,15,45,45,1,1726,167115,4,1,1
104,23,208,1040,2,8434,3790,6,0,0
38,12,76,0,2,8965,70,8,1,0
51,23,102,51,2,4,0,0,1,1
85,21,170,85,2,8215,216,8,0,0
34,26,68,0,2,6512,0,2,0,0
52,20,208,52,4,560,0,2,1,1
76,15,152,304,2,9504,2040,6,0,0
35,9,105,0,3,7975,326461,5,1,0
41,17,82,0,2,4041,0,0,1,1
31,22,62,62,2,4567,1077782,3,0,0
110,15,220,1430,2,5339,11068,6,0,0
75,14,300,150,4,5160,115,8,1,0
33,26,66,0,2,7296,875896,5,0,0
69,15,138,138,2,1884,0,0,1,1
29,20,58,0,2,1337,20989,6,1,1
32,23,64,32,2,7298,0,5,0,0
42,20,126,84,3,-1,4248,5,0,0
46,33,92,0,2,5160,0,8,0,0
52,14,156,0,3,5290,1547,5,1,0
40,19,120,0,3,2241,0,3,1,1
60,24,180,0,3,-1,837228,0,1,1
20,4,20,0,1,-1,1083622,7,1,1
40,32,80,40,2,86,0,0,1,1
44,28,88,0,2,2724,0,0,1,1
27,15,54,0,2,5958,0,2,0,0
44,18,44,0,1,261,8774851,0,1,1
42,34,84,42,2,7296,603548,5,0,0
49,22,147,49,3,8157,2390594,4,1,1
39,16,39,0,1,-1,0,0,1,1
19,11,38,0,2,1733,0,0,1,1
64,39,320,64,5,-1,0,1,1,1
52,16,104,104,2,6298,5126,6,0,0
42,34,126,84,3,657,0,0,1,1
22,13,44,0,2,3122,1237904,5,0,0
52,26,104,0,2,6681,12866,5,0,0
59,21,118,236,2,5511,1300,7,0,0
51,42,102,102,2,2155,0,0,0,1
61,28,122,122,2,6977,1264128,4,0,0
51,23,102,51,2,3747,0,2,0,1
49,14,49,0,1,-1,4956499,2,1,0
102,13,204,102,2,3632,0,0,1,1
41,20,123,0,3,1337,20989,6,1,1
103,18,309,1133,3,8759,5347,5,1,0
93,14,279,93,3,62,0,0,1,1
26,8,26,0,1,-1,1782754,1,1,0
59,19,118,59,2,2249,0,0,1,1
36,21,36,0,1,1276,0,1,1,1
51,16,102,0,2,7131,12,7,0,0
47,13,141,0,3,-1,0,2,1,1
62,20,124,0,2,3910,0,0,1,1
28,19,56,28,2,4502,73540,3,0,0
48,16,48,0,1,5057,106451,5,0,0
63,31,126,63,2,7618,2192,5,0,0
36,16,72,0,2,8520,8,10,0,0
77,18,154,231,2,5224,136,8,0,0
51,10,51,0,1,2120,0,0,1,1
17,10,34,0,2,5273,244512,3,0,0
77,23,77,0,1,5767,0,2,1,1
84,27,252,588,3,2079,3621446,4,0,0
33,25,66,0,2,2479,707722,2,0,0
122,33,366,244,3,7836,13186,5,0,0
60,17,60,60,1,-1,6104856,1,1,1
38,21,114,0,3,6255,1416696,0,1,1
26,19,52,0,2,2308,512629,2,0,0
34,20,68,0,2,142,0,0,1,1
43,19,129,43,3,7715,0,2,1,1
203,14,812,0,4,8347,1,10,0,1
30,22,60,0,2,-1,378774,3,0,0
69,25,276,0,4,4924,321794,4,0,0
44,22,88,132,2,5908,14227,5,0,0
64,29,192,256,3,4027,0,3,0,0
32,24,64,0,2,5701,763318,3,0,0
32,9,64,0,2,-1,0,0,1,1
68,31,272,68,4,1015,1196152,2,0,1
49,17,98,0,2,2573,0,0,1,1
25,12,25,25,1,537,0,0,1,1
552,22,1656,8832,3,7154,0,3,1,1
29,20,58,0,2,1337,20989,6,1,1
29,21,58,0,2,1535,1758310,4,0,0
82,11,82,574,1,4949,6019,7,0,0
41,16,82,0,2,7131,12,7,0,0
91,19,455,0,5,899,0,0,1,1
23,14,46,0,2,3916,2819002,1,0,0
28,12,56,0,2,8934,8858690,2,1,0
26,14,52,0,2,7685,1096263,3,0,0
32,20,64,0,2,112,2851324,0,0,1
49,12,98,98,2,8941,33,7,1,0
37,25,74,0,2,1338,22211,6,1,1
129,73,645,129,5,3509,6974,2,0,1
54,17,54,162,1,3017,0,4,1,0
49,19,147,0,3,187,0,0,1,1
27,18,54,0,2,3419,2320287,2,0,0
20,11,20,0,1,-1,600126,3,0,0
15,6,15,0,1,7650,665238,4,0,0
30,21,60,0,2,-1,531106,4,0,0
113,15,339,0,3,7603,14674,5,1,0
21,8,21,0,1,-1,0,0,1,1
23,15,46,0,2,9173,3535732,5,0,0
23,16,46,0,2,2695,4046162,4,0,0
83,11,83,913,1,4160,240533,5,0,0
30,22,60,0,2,7295,0,5,1,1
46,16,92,0,2,7131,12,7,0,0
40,13,160,0,4,-1,0,0,1,1
48,18,96,0,2,8708,3629,5,0,0
75,14,300,0,4,12203,22046,5,0,0
31,22,62,62,2,8422,471755,3,0,0
78,69,312,156,4,5626,0,5,1,1
50,25,100,100,2,3639,0,0,1,1
80,27,240,0,3,152,5008870,0,1,1
32,23,96,0,3,-1,9627807,4,0,0
33,24,66,0,2,4537,1099626,3,0,0
43,24,129,0,3,4973,460221,4,1,0
37,28,74,0,2,3052,538542,4,0,0
31,24,62,0,2,3596,244386,4,0,0
24,15,48,0,2,3469,207870,4,0,0
25,16,50,0,2,2652,0,1,0,0
126,38,252,126,2,322,126941,0,1,1
26,18,52,0,2,4489,0,3,0,1
68,13,136,408,2,7611,3706,7,0,0
19,4,19,0,1,-1,35701,6,1,1
35,20,70,35,2,7233,461551,4,1,0
23,16,23,0,1,-1,0,0,0,0
37,25,74,0,2,1338,22211,6,1,1
39,20,117,0,3,1338,22211,6,0,1
28,15,56,0,2,9803,73,8,1,0
56,17,168,0,3,9239,13076,5,1,0
28,19,56,0,2,5093,0,3,0,0
74,28,222,74,3,7100,3866,6,1,1
66,23,66,0,1,4757,0,0,1,1
40,25,80,0,2,6257,689,6,0,0
71,24,142,71,2,778,0,0,1,1
77,14,308,77,4,5160,115,8,1,0
30,23,60,0,2,7295,0,5,1,1
24,16,48,0,2,6240,0,3,0,0
57,16,114,0,2,-1,0,0,1,1
38,29,76,38,2,1080,136428,0,1,1
84,13,252,0,3,8872,1883895,4,1,0
243,60,1215,1215,5,1658,0,2,1,1
43,14,129,0,3,7159,2336,3,1,0
31,23,62,0,2,2925,9400344,4,0,0
49,17,147,49,3,3339,7115751,2,1,1
42,17,84,42,2,-1,0,0,1,1
79,22,158,0,2,5783,50436,4,1,1
25,17,50,0,2,2756,2112856,3,0,0
123,46,615,0,5,4003,5816617,0,1,1
38,25,76,0,2,1338,22211,6,1,1
51,43,153,102,3,3229,0,0,1,1
73,15,219,73,3,2783,0,0,1,1
41,22,82,0,2,-1,226699,3,0,0
56,23,56,280,1,-1,0,0,1,1
53,18,159,106,3,-1,13812,5,0,0
19,12,19,19,1,8,0,0,1,1
106,45,424,318,4,-1,0,0,1,1
34,12,136,34,4,-1,0,0,1,1
125,50,500,125,4,3992,5707171,0,1,1
52,19,208,0,4,1087,0,0,1,1
72,14,144,0,2,4376,0,1,1,1
34,25,68,0,2,6220,113965,4,0,0
74,30,148,74,2,2539,2025445,3,1,1
128,50,512,128,4,4003,5816617,0,1,1
35,28,70,0,2,7295,0,5,1,1
58,22,232,0,4,1527,3830391,1,0,1
99,11,99,0,1,227,0,0,1,1
68,48,204,204,3,5193,0,0,1,1
77,22,154,308,2,3952,2586888,3,0,0
77,16,231,0,3,7840,3993,5,1,0
105,32,315,105,3,284,0,0,1,1
119,42,476,0,4,4003,5816617,0,1,1
47,19,94,0,2,6668,6843,5,0,0
40,10,80,0,2,8683,0,0,1,1
54,13,108,0,2,-1,318914,2,1,1
25,16,50,25,2,1038,3186834,1,0,0
178,26,712,1424,4,2777,0,0,1,1
35,18,70,0,2,3044,247225,2,1,1
43,35,86,0,2,7621,56198,6,0,1
59,18,118,118,2,8465,326140,4,1,0
59,15,59,0,1,3763,0,1,1,1
17,9,17,0,1,-1,0,0,0,1
40,33,80,0,2,5159,0,8,0,0
30,23,60,0,2,7295,0,5,1,1
24,15,48,0,2,2910,142338,4,0,0
60,20,120,120,2,7957,0,2,1,0
68,22,204,136,3,-1,0,2,1,1
51,15,153,102,3,8973,10626,5,1,0
52,44,208,0,4,5627,0,5,1,1
33,25,99,0,3,3698,179705,4,1,1
52,16,104,0,2,7132,12,7,0,0
69,16,138,0,2,7837,4114,5,0,0
39,25,78,0,2,6260,684,6,0,0
41,24,123,0,3,8466,16226,5,0,0
34,25,68,0,2,8768,180067,5,0,0
68,16,136,0,2,7133,12,7,0,0
40,10,80,40,2,3262,383748,4,1,1
33,26,33,99,1,0,0,0,1,1
48,18,96,48,2,8645,11963,5,1,0
210,18,420,0,2,3750,0,2,1,1
66,19,198,66,3,2074,4484551,2,1,1
61,15,183,0,3,4110,6595652,3,0,0
58,17,174,174,3,8455,413,7,0,0
31,23,62,0,2,3179,131196,5,0,0
51,23,102,51,2,6070,14420,5,0,0
210,18,420,0,2,3750,0,2,1,1
77,16,154,0,2,8348,1,10,1,1
45,19,135,0,3,5454,1885,5,0,0
117,37,234,936,2,4057,98,5,0,0
25,16,50,0,2,2484,1283116,2,0,0
61,11,183,0,3,-1,8844492,2,1,1
49,14,196,49,4,-1,0,2,1,1
69,12,207,207,3,7919,5638,6,1,0
82,16,164,0,2,8348,1,10,1,1
54,23,108,54,2,135,0,0,1,1
64,19,128,0,2,-1,0,0,1,1
34,25,68,0,2,-1,3481179,3,0,0
63,18,126,0,2,-1,0,0,1,1
28,15,56,0,2,8571,98707,5,0,0
61,22,183,183,3,4378,73732,4,0,0
35,16,70,0,2,-1,0,0,1,1
23,14,46,0,2,4307,84997,3,0,0
26,19,52,0,2,7380,0,4,0,0
65,31,325,0,5,5627,3532926,5,1,1
28,19,56,0,2,5078,2617136,4,0,0
37,17,74,37,2,1771,0,0,1,1
30,23,60,0,2,7295,0,5,1,1
127,50,508,127,4,3992,5707171,0,1,1
21,8,21,0,1,-1,8876061,3,1,1
33,24,66,0,2,7295,0,5,1,1
34,15,34,0,1,1369,0,0,1,1
30,22,60,0,2,1527,775330,2,0,0
78,37,234,0,3,2105,0,0,1,1
30,22,60,30,2,7062,1760637,1,1,1
58,28,174,58,3,7726,7010277,2,1,1
49,23,98,98,2,7836,600,6,0,0
29,22,58,0,2,7295,0,5,1,1
64,14,192,0,3,9806,66583,5,0,0
61,19,183,61,3,3671,0,2,1,1
22,13,44,0,2,6111,0,2,0,0
27,16,27,0,1,5090,0,0,1,1
19,10,19,0,1,-1,407033,3,0,0
32,25,64,0,2,7295,0,5,1,1
52,16,104,0,2,2390,1634,6,0,0
69,18,207,207,3,8778,372124,5,0,0
41,16,82,82,2,7133,12,7,0,0
60,23,180,0,3,3358,2330327,5,0,0
43,11,86,0,2,19,0,0,0,1
33,24,66,0,2,1918,5268681,3,0,0
43,15,86,0,2,5640,2,10,0,0
24,5,24,0,1,-1,138139,5,1,1
43,16,86,0,2,8516,8,10,0,0
112,71,1344,0,12,1837,0,0,1,1
26,17,52,0,2,1731,532418,4,0,0
49,17,49,49,1,4629,0,2,1,1
44,13,88,44,2,3778,6315,7,0,0
62,18,124,186,2,2238,289244,4,0,0
84,17,252,84,3,6416,187558,4,1,0
70,15,210,0,3,7379,893829,4,0,0
17,8,17,0,1,5819,10594355,3,0,0
35,26,105,0,3,5178,0,3,0,0
40,33,80,0,2,7295,0,5,1,1
75,10,225,0,3,-1,2634,7,1,0
43,25,86,0,2,6256,689,6,0,0
24,15,48,0,2,-1,428294,3,0,0
230,23,690,230,3,-1,0,0,1,1
94,12,188,94,2,5838,8227812,2,1,1
23,14,46,0,2,5763,2374842,3,0,0
23,15,46,0,2,2475,3234267,3,0,0
40,15,80,0,2,-12,0,0,1,1
61,20,122,61,2,216,0,0,1,1
73,18,292,0,4,7802,0,5,1,1
76,22,380,0,5,359,0,1,1,1
127,27,381,508,3,7087,18105,3,1,1
23,16,46,23,2,-1,5473793,2,0,0
51,43,102,102,2,1448,485297,2,1,1
53,25,106,0,2,3709,106159,2,0,0
63,11,126,189,2,-1,6734931,1,0,1
57,15,114,228,2,3192,180227,3,0,0
55,19,110,220,2,-1,283306,4,0,0
92,15,276,0,3,2414,0,1,1,1
33,25,99,0,3,4911,0,4,0,0
25,17,50,0,2,3837,0,3,0,0
93,22,93,186,1,2300,0,2,1,1
142,25,710,0,5,5613,0,5,1,1
58,17,174,0,3,12561,13684,6,0,0
39,31,78,0,2,1950,341948,1,1,1
28,11,84,0,3,7063,767936,2,1,1
41,16,82,82,2,7133,12,7,0,0
46,13,138,0,3,9803,72,8,0,0
79,18,316,79,4,10676,23,8,1,0
25,17,50,25,2,5380,415941,4,0,0
46,15,138,92,3,-1,0,2,1,1
85,30,255,0,3,4258,0,1,1,1
44,22,88,44,2,333,0,0,1,1
32,23,64,0,2,-1,49987,3,0,0
50,20,100,50,2,6656,90283,5,0,0
126,50,504,126,4,3993,0,0,1,1
129,14,258,516,2,-2,0,0,1,1
49,18,147,0,3,2613,6251197,0,1,1
26,19,52,0,2,4005,294088,2,0,0
55,47,220,110,4,2179,0,0,1,1
59,15,118,177,2,7986,13887,6,0,0
65,24,130,130,2,4761,5067,7,0,0
25,16,50,0,2,6290,460823,3,0,0
47,14,141,0,3,7452,968408,3,0,0
71,22,213,0,3,5044,380,5,0,0
75,13,225,0,3,5516,798,3,0,1
48,12,96,0,2,-1,0,0,1,1
47,13,47,47,1,3208,0,0,1,1
47,28,94,0,2,5090,55262,5,0,0
65,13,130,325,2,8881,12978,6,0,0
50,27,100,0,2,829,0,0,1,1
21,13,42,0,2,-1,435701,2,0,0
153,39,765,306,5,5613,9298906,5,1,1
35,27,70,0,2,7295,0,5,1,1
90,23,450,0,5,359,0,1,1,1
21,13,42,0,2,4574,2552376,3,0,0
49,14,98,0,2,643,0,0,1,1
62,11,186,186,3,8904,1499,7,0,0
35,18,70,0,2,2420,0,0,1,1
43,36,86,0,2,7295,0,5,1,1
41,19,123,0,3,4634,8237707,0,1,1
18,8,18,0,1,958,1379977,0,1,1
26,16,26,0,1,2555,0,0,1,1
34,18,102,0,3,2886,0,0,1,1
97,20,485,0,5,2920,0,1,1,1
82,16,164,0,2,8347,1,10,1,1
46,39,138,92,3,5942,3524124,0,0,1
59,26,177,0,3,7083,17964,3,1,1
53,19,106,0,2,6669,6844,5,1,0
45,18,90,45,2,9205,690,6,0,0
61,16,183,183,3,4300,846519,5,1,0
23,14,69,0,3,-1,2470539,3,0,0
48,7,48,0,1,2521,632751,7,1,1
48,15,96,0,2,1822,1917321,2,1,1
36,28,72,0,2,171,6322841,0,0,1
47,35,94,141,2,6382,0,3,1,1
49,21,98,98,2,6171,117262,5,1,0
34,18,68,0,2,1479,0,1,1,1
41,22,82,0,2,385,0,0,1,1
91,22,182,91,2,-1,0,1,1,1
48,17,96,0,2,6073,14284,5,0,0
26,15,78,0,3,-1,1187803,3,0,0
22,13,44,0,2,-1,2070017,3,0,0
72,15,288,0,4,12873,4114,6,1,0
60,22,60,120,1,2300,0,2,1,1
77,23,77,0,1,5767,0,2,1,1
66,45,396,0,6,5626,0,5,1,1
22,15,44,0,2,8453,3749732,2,0,0
91,18,182,728,2,3955,3213,4,0,0
93,21,279,0,3,3596,286175,4,0,0
97,20,291,0,3,-1,0,0,1,1
41,19,123,0,3,-1,0,0,1,1
43,25,86,0,2,6259,683,6,0,0
21,14,63,0,3,-1,2657084,2,0,0
67,23,67,0,1,4757,0,0,1,1
24,11,24,0,1,-1,10656,6,1,1
56,15,168,56,3,-1,0,0,1,1
18,11,18,0,1,-1,4139578,2,0,0
47,18,94,47,2,9202,684,6,0,0
44,25,88,0,2,6260,683,6,0,0
25,13,50,0,2,-1,14483,4,0,0
58,15,290,0,5,12121,20493,6,0,0
267,213,3738,0,14,2658,0,4,1,1
32,24,64,0,2,6389,0,3,0,0
85,20,425,0,5,3729,0,2,1,1
30,13,90,0,3,-1,0,0,1,1
61,15,122,0,2,9156,65,8,1,1
46,20,92,0,2,7132,12,7,0,0
66,15,132,132,2,1266,0,0,1,1
81,47,405,0,5,5627,0,5,1,1
40,25,80,0,2,6259,682,6,0,0
69,21,207,0,3,3317,0,2,1,1
77,23,77,0,1,5767,0,2,1,1
32,23,96,32,3,284,0,0,1,1
102,15,102,306,1,971,4716690,3,1,1
30,21,60,0,2,3465,1022937,3,0,0
29,8,58,0,2,-1,34164,5,0,0
38,16,76,0,2,5529,5776915,3,1,1
346,26,692,2076,2,296,0,0,1,1
26,18,52,0,2,3377,599013,3,1,1
43,34,86,0,2,1950,341948,1,1,1
19,11,19,19,1,10,0,0,1,1
47,29,188,0,4,5627,0,5,1,1
110,13,110,220,1,3053,0,2,1,1
127,50,508,127,4,3993,5707171,0,1,1
48,15,96,48,2,177,0,0,1,1
50,16,150,0,3,3151,0,3,1,1
37,28,111,0,3,-1,3286659,0,0,0
25,17,50,0,2,2134,909720,3,0,0
46,16,92,0,2,7132,12,7,0,0
46,12,138,0,3,-1,2488533,2,1,1
43,16,86,0,2,7134,12,7,0,0
25,18,50,0,2,5161,0,8,0,0
39,31,78,39,2,6996,1063779,1,1,1
27,18,54,0,2,7325,87260,3,0,0
46,13,46,46,1,6326,644,10,0,0
77,23,77,0,1,5767,0,2,1,1
30,9,30,0,1,2388,0,0,1,1
28,20,56,0,2,1523,3075756,1,0,0
58,19,174,0,3,2668,0,0,1,1
40,18,80,0,2,9204,688,6,0,0
28,21,56,0,2,7295,0,5,1,1
48,23,192,48,4,7,0,0,1,1
31,16,31,0,1,-1,0,1,1,1
40,31,80,40,2,-1,77586,1,1,1
31,22,62,0,2,7295,0,5,1,1
76,50,304,76,4,3993,5707171,0,1,1
24,15,48,0,2,1079,122264,4,0,0
84,20,252,0,3,5201,62156,3,1,0
26,18,26,0,1,384,0,0,0,1
54,15,108,162,2,9283,124,7,0,0
30,21,60,0,2,-1,0,4,0,0
58,17,58,232,1,5154,1499,5,0,0
25,18,50,0,2,5010,0,1,1,1
125,50,500,125,4,3992,5697976,0,1,1
47,19,94,0,2,5751,3753,5,0,0
54,16,108,0,2,2388,1625,6,0,0
87,13,435,0,5,1301,0,0,1,1
50,27,100,50,2,5701,109494,5,0,0
34,25,68,0,2,3737,805233,4,0,0
35,26,70,0,2,5159,0,8,1,1
72,17,216,72,3,7693,54756,5,0,0
65,33,195,0,3,2719,296455,1,1,1
113,15,226,113,2,8346,1,10,1,1
33,25,66,0,2,8052,3775557,4,0,0
86,50,172,0,2,3101,0,4,1,1
68,30,136,204,2,6126,14444,4,0,0
79,14,158,79,2,3259,0,2,1,1
37,28,111,0,3,-1,0,0,0,0
33,16,66,0,2,7133,12,7,0,0
20,12,60,0,3,-1,0,0,1,1
31,23,62,0,2,3533,0,4,0,0
32,19,64,0,2,6674,1789478,4,0,0
73,41,511,146,7,5616,5528499,5,1,1
36,11,108,0,3,-1,1961966,3,0,0
49,13,147,0,3,2292,134706,4,0,1
27,18,54,0,2,1812,0,3,0,0
29,21,58,0,2,-1,7339056,4,0,0
45,20,90,0,2,-1,36388,5,1,0
44,18,88,0,2,9205,690,6,0,0
45,21,90,0,2,5569,0,0,1,1
58,19,58,232,1,3715,198408,4,1,0
102,19,306,918,3,8759,945,8,0,0
61,20,183,0,3,5378,0,2,1,0
88,21,176,0,2,3206,0,0,1,1
30,21,30,60,1,1,0,0,1,1
54,11,108,0,2,7826,386,6,1,1
21,6,21,0,1,-1,211436,5,0,0
90,23,270,540,3,2625,346466,3,1,0
188,24,752,1692,4,2362,173942,1,1,1
66,19,198,0,3,6136,39984,4,0,0
36,12,72,0,2,8969,70,8,0,0
48,9,144,0,3,7528,0,0,1,1
48,28,192,0,4,6036,5034121,4,1,1
142,25,710,0,5,5616,0,5,1,1
32,24,64,0,2,6828,0,1,0,0
34,15,34,0,1,1433,0,0,1,1
28,19,56,0,2,804,0,2,1,1
95,23,285,95,3,1797,0,0,1,1
46,18,92,0,2,6070,14420,5,0,0
127,50,508,127,4,3992,5707171,0,1,1
66,35,264,0,4,5616,0,5,1,1
122,23,244,366,2,8019,0,4,1,1
43,12,86,43,2,9109,57349,6,0,0
18,10,36,0,2,8710,106251,5,0,0
35,26,70,0,2,7295,0,5,1,1
124,17,496,124,4,4609,0,3,1,1
95,12,190,665,2,-1,7974,6,1,0
55,19,110,110,2,2986,0,0,1,1
26,11,26,0,1,672,1173510,3,1,1
54,22,108,54,2,7814,2521,6,0,0
34,26,68,34,2,1602,0,0,0,1
38,30,76,0,2,3220,0,3,0,0
38,30,114,0,3,1901,0,0,1,1
47,25,141,0,3,2535,3245304,4,1,1
61,21,122,0,2,12210,50,8,0,0
59,21,236,59,4,3936,891715,3,1,1
66,38,330,132,5,5616,0,5,1,1
55,47,220,55,4,76,0,0,1,1
81,12,162,81,2,1852,0,0,1,1
127,18,254,1905,2,7764,32,5,0,0
37,29,74,0,2,2286,0,1,0,0
58,41,290,0,5,5616,0,5,1,1
51,32,153,0,3,7083,17964,3,1,1
18,9,18,0,1,-1,1276401,3,0,0
21,12,42,0,2,8458,595432,5,0,0
76,50,304,76,4,3992,5697976,0,1,1
37,29,74,0,2,1950,341948,1,1,1
83,13,249,83,3,3340,0,0,1,1
17,10,17,0,1,-1,170804,2,0,0
204,27,408,1224,2,7968,892,7,0,1
27,18,54,27,2,563,0,2,0,1
44,29,88,0,2,3378,3100263,4,1,1
25,14,50,0,2,8884,0,2,1,1
68,17,68,204,1,3327,12214,4,0,0
116,18,232,1508,2,7767,33,5,1,0
128,50,512,128,4,3993,5707171,0,1,1
29,22,58,0,2,7296,0,5,0,0
30,21,60,0,2,4913,0,3,0,0
35,27,70,0,2,7299,3199234,5,0,0
42,33,42,168,1,-1,0,0,1,1
44,22,132,0,3,5987,202433,3,1,0
23,15,46,0,2,2545,0,2,0,0
85,15,170,595,2,9285,121,7,0,0
93,14,186,0,2,2192,0,0,1,1
45,15,135,0,3,3379,0,0,0,1
16,7,16,0,1,3198,3342642,3,0,0
34,17,68,34,2,-2,0,1,1,0
48,27,192,0,4,962,272827,1,1,1
45,15,45,0,1,5948,98000,6,1,0
55,24,110,55,2,7120,33254,4,1,0
302,26,1510,302,5,7086,18263,3,1,1
44,21,88,88,2,1374,4026793,2,1,1
25,17,50,25,2,2485,268961,2,0,0
32,23,64,32,2,4,0,0,1,1
56,38,280,112,5,5612,0,5,1,1
37,21,74,0,2,6591,309164,4,0,0
126,50,504,126,4,3993,5707171,0,1,1
28,21,56,0,2,1179,1168950,3,0,0
52,16,52,0,1,3270,0,0,1,1
115,19,345,115,3,2047,0,0,1,1
75,25,150,375,2,9133,2439,7,0,0
49,18,98,0,2,6163,92602,5,1,0
45,15,90,135,2,5886,184,6,0,0
